"","NUTS_ID","y_a1","var_y","psi_y","sigma_sq","masc_stra","rmedio_pop","atk1"
"39","ITH57",0.16365078368111,0.00092604305445136,246.247256850446,0.370723574443565,0.111273045092808,0.862393059136077,-0.917890917073929
"40","ITH58",0.159405621319108,0.000956070297603215,214.712416526012,0.407901911728593,-0.440149047170067,0.68716577103929,-0.945820343729873
"41","ITI31",0.144210239338209,0.000352899753499281,600.008151967347,0.192707252872905,-0.802681484390273,0.204285976625601,-0.668923743396866
"42","ITI32",0.154591765587575,0.00023934645982241,883.317162547913,0.110053731306819,-0.619996148357724,0.482427311993567,-1.07860380611499
"43","ITI33",0.141372827578637,0.000497305333862182,427.302757101436,0.28539585136079,-0.429774960430068,0.00454868536152586,-0.893735908836538
"44","ITI34",0.152400147052842,0.000931749839287984,207.756812805804,0.443717754329339,-1.11198276712389,-0.190817484232615,-0.217958230223949
"45","ITI11",0.149873969322183,0.000935254098999598,201.228076575471,0.464127503413474,-0.0871609929835692,0.0714041978896392,-0.15197724307945
"46","ITI12",0.164398720139119,0.000702909051927211,318.695973964946,0.278318968466695,-0.547233003197379,0.409841737391778,0.719666317684479
"47","ITI13",0.129130649366502,0.000484438096563315,362.540606438216,0.349645160406603,-0.801557542957016,0.0825334440398878,-1.24075889459075
"48","ITI14",0.147467797826653,0.000237389801417865,820.361615127429,0.122623681777862,-0.365677193459277,1.07718880213882,0.482470520822333
"49","ITI16",0.129025317205095,0.00055676887084231,309.363230420296,0.40268903268743,-0.314321497626012,0.457194569431773,-0.290689172943151
"50","ITI17",0.121820434466467,0.000479406698317628,328.865080906478,0.401911043756563,0.0820436702602696,0.563721357971609,-0.396972013864212
"51","ITI18",0.156853006311935,0.00062028912833413,321.893379248576,0.275259297433621,-0.435057382655328,0.344800687103559,-1.32865386343456
"52","ITI19",0.219249165693697,0.00426835619876371,59.8318663801341,0.873465370215057,-0.816267182802857,0.783829838499481,-0.683772219091782
"53","ITI1A",0.114274152636225,0.000745005851864973,208.090603702403,0.737486298019574,-0.482357885225303,0.0590074346004599,0.00950469488445336
"54","ITI21",0.128161478746658,0.00014226970250406,1178.80566856563,0.104681030302799,-0.894347509012513,0.0495603105431076,-0.845450290738435
"55","ITI22",0.115027931854793,0.000255231182904318,585.795026488813,0.248354117359006,-1.1290438426338,-0.0299393801077298,-0.631754739166493
"56","ITI41",0.174788608650597,0.00148996435635152,141.792613841371,0.509655970259057,-0.283873373779522,-0.487215958505632,0.443169276152941
"57","ITI42",0.18608412935707,0.00165103824530679,141.315037711057,0.487783195373772,-0.089221207558121,-0.454892093443642,-0.817271014772758
"58","ITI43",0.208599191459589,0.000155636407689309,1816.81980011484,0.0355075022351104,-0.0483141063767935,0.753655537811381,3.35500943443913
"59","ITI44",0.185051032493072,0.000573222945322904,437.655781577358,0.171551311678645,1.60122496747708,-0.734724379622189,0.72667299858074
"60","ITI45",0.169336949919978,0.000730769969633619,274.695671200236,0.269517563460445,0.0685363787571813,-0.881296499774682,-0.407609717487231
"61","ITF31",0.160368330787375,0.00183500470057677,105.486731921999,0.771527086826211,0.792668502874601,-1.57305095761539,0.84505896437796
"62","ITF32",0.118527722850207,0.000716358746157522,210.072677918086,0.644734673783193,0.0872094646528263,-1.26876909446194,0.571730667030423
"63","ITF33",0.257134322000792,0.000339943619716495,870.562470268405,0.0500647579937037,0.157455076947703,-1.44046434333765,2.04386700087018
"64","ITF34",0.149202923592958,0.00083601084401016,238.157288333126,0.419506023374174,-0.97393973129681,-1.22950635506035,0.826932620866875
"65","ITF35",0.170361973905584,0.000632916790024143,352.102301363395,0.230090630453485,-0.0709905264245577,-1.28711689794435,0.884015696077641
"66","ITF11",0.190246787833241,0.00156946210054247,166.144170655596,0.440633033277548,0.0844115299263945,-0.359178576331489,0.204330734476352
"67","ITF12",0.164299194011711,0.00217510110579501,117.200054054248,0.862495709457811,-0.477410396300661,-0.656667780555554,-0.432649581474021
"68","ITF13",0.199055190048469,0.00116665482968451,211.323762656401,0.295495143709171,-1.34167077666336,-0.424815746190576,1.39276559523005
"69","ITF14",0.153123633105416,0.00047717289968396,437.59953046567,0.224608046905053,-0.821970004180699,-0.606944197811326,0.0443671034756788
"70","ITF22",0.176387465603808,0.000402390573154022,617.761305818624,0.134713788915279,0.934044634935629,-0.959936944361289,0.956462522362892
"71","ITF46",0.154532676567379,0.00087443665758283,240.383160136054,0.402451128659486,0.445156453060196,-1.44197632727648,1.09450740015804
"72","ITF47",0.189755909644044,0.000670258570545033,345.151431129955,0.189297590118859,0.390373618057588,-0.802052846391011,1.66482110064463
"73","ITF43",0.147853832963779,0.00032591653321762,697.537189093772,0.167264047038221,-0.0990746929820972,-1.00924464433588,0.485478818507286
"74","ITF44",0.113719832412941,0.00125499024049702,114.283552724426,1.25821505722632,-0.239398788655325,-1.11501631504131,-0.461110545996611
"75","ITF45",0.191637359720204,0.000558525825515671,462.741551308115,0.154212748589174,-0.253763162688846,-1.20367800413858,0.556333220695202
"76","ITF51",0.171802485934158,0.000446781920724855,491.978304105224,0.159199517881341,-0.113374887696937,-0.9901994012861,0.00110254575509076
"77","ITF52",0.198306776688798,0.00115963294907811,213.146292351173,0.296223492915998,0.433267825968933,-1.05469612246018,0.770448133550184
"78","ITF61",0.245379915502137,0.000688491229275286,458.994119920685,0.111309581704577,-0.2655601532056,-1.52038162363233,0.556633866442845
"79","ITF63",0.223455181395699,0.00257108364208475,96.9373048445892,0.505104914902789,0.404807622517411,-1.33574740681293,0.988525170059623
"80","ITF65",0.177512421189272,0.00183225636310816,114.543199622116,0.604293896675318,0.326528824656913,-1.4505940611941,0.257672444257368
"81","ITG11",0.247633177183586,0.00181146537052981,187.417506111258,0.287508636032019,3.57793629693732,-1.46477016998032,1.3322578191069
"82","ITG12",0.259619703928196,0.000958455974670107,305.116107118044,0.138525879883719,0.691835144119403,-1.33592888460181,1.950583560022
"83","ITG13",0.165568142523045,0.000924905650698928,234.127886279218,0.360023400574409,-0.374623593262639,-1.08250521380882,0.406212242593489
"84","ITG14",0.308221851700096,0.0156898358254364,22.2374149444373,1.66136042549607,1.84355272305381,-1.77553299180495,0.537372655892733
"85","ITG15",0.258452605668712,0.00472755860432484,61.917935688244,0.689308593290777,3.51430690824189,-1.67000020985535,1.6041462801308
"86","ITG16",0.166747886421949,0.0012297097036796,162.929345531321,0.470574696599769,-0.285074210153222,-1.65324718718533,0.605262397468977
"87","ITG17",0.268061913314848,0.00133342022621236,228.263163498511,0.181206977329443,0.308168093350337,-1.45622186308599,1.51168409973478
"88","ITG18",0.167416031501066,0.00106586147712788,190.658638245156,0.403981763164501,3.45737737172258,-1.49248220645948,0.618179287622067
"89","ITG19",0.164666383076064,0.00145944195820833,142.245824889502,0.575610048695548,1.18307013830471,-1.33000381082124,1.2261867078385
"90","ITG2D",0.155361284337454,0.00136817820446871,138.173214775968,0.621494890530043,-0.36613549447881,0.956017432083674,0.148230532091952
"91","ITG2E",0.129146040229981,0.00369460733581257,43.6976568023463,2.66578590495897,0.0617943165372095,-0.0574857412690834,-1.19764971630914
"92","ITG2F",0.226660735394067,0.000940311696817542,286.423257254525,0.179212802292808,0.457263925495802,-1.06418027328114,1.17599247996742
"93","ITH41",0.112448962848306,0.000219266297735716,740.67491385164,0.226392361599535,-0.309768575277881,0.796697599473987,-1.11492216449772
"94","ITF21",0.131837345008811,0.000685885783704811,274.271213040113,0.469536557374756,1.14809552208807,-0.908323986891261,1.08355062871669
"95","ITG2G",0.071486805797552,0.000824042432487303,115.890745788888,2.89230385620148,-1.65565512291568,-1.12066561247807,-0.470694311865545
"96","ITC13",0.0859746842487907,0.000714011871201469,157.987742554676,1.51027226283054,-0.946136276856954,0.745612435599118,-1.79749882720828
"97","ITC43",0.155062677306362,0.000986769870477174,198.547793246807,0.450356898080255,0.321403620339311,1.32349983680683,-0.3100576754241
"98","ITC49",0.156710060692373,0.00120543952867582,157.372332288966,0.536117879382623,0.322427824767593,0.797698460084041,-1.84617603783691
"99","ITH59",0.116094708208323,0.000758240011226412,199.447248108176,0.720258643984261,-1.0544926089193,0.251303378421969,0.629286861652758
"100","ITI15",0.172526117900697,0.00143656807306103,168.805486503333,0.506798162227406,0.11784965429321,0.6180363796501,-0.103976035342232
"101","ITF62",0.383085542953261,0.00988430656432733,35.5060394395661,0.768635309621796,5.43394149883554,-1.95449336405607,0.60916783924976
"102","ITF64",0.155543774922106,0.000991947569053924,202.475824450435,0.449299199424265,-0.152196952461967,-1.59806402071834,-0.0410644094633869
"103","ITC14",0.111642827615234,0.00135891006272637,103.935695300239,1.42978800401734,-0.835923990131944,0.133300741788031,0.112084218422168
"104","ITC4D",0.139323086072215,0.001117314057784,164.102908913614,0.665153376457123,-0.08144781894294,1.37147929032293,-0.214846493392531
"105","ITI35",0.22159324098065,0.00168860710922586,224.65809278472,0.337734592963187,-0.590798598602834,-0.263210260097215,-0.745471421980735
"106","ITF48",0.258483365559571,0.003561646734861,119.51682655621,0.519190340964074,0.00739333228281819,-1.59029028545063,1.76862978952666
"107","ITG2H",0.229992307555476,0.000734354345802105,382.191062886296,0.135711547284282,-1.25073124676947,0.367462145917011,-1.3928656857592
