"id","prov","year","hcr","vars","domain_sizes","x"
"RIMINI","RN",2009,0.1326,0.00010973400516,198,-0.0219501132784761
"CASALECCHIO DI RENO","BO",2010,0.0615,0.000247873536,42,-0.0536676618142301
"CITTA' DI BO","BO",2010,0.0851,8.7628321e-05,285,-0.0118452358260145
"IMOLA","BO",2010,0.0717,0.00026490492081,49,-0.387356238322708
"PIANURA EST","BO",2010,0.0375,7.9655625e-05,190,-0.568476562099856
"PIANURA OVEST","BO",2010,0.0445,0.00014117004225,10,-0.06826834706233
"PORRETTA TERME","BO",2010,0.1052,0.00062688141376,26,0.277441829723783
"SAN LAZZARO DI SAVENA","BO",2010,0.1018,0.00041039466724,126,-0.0450721035781717
"CENTRO-NORD","FE",2010,0.0455,7.6317696e-05,144,-0.276561491945549
"OVEST","FE",2010,0.0646,0.00037308467716,10,0.118749461197096
"SUD-EST","FE",2010,0.0728,0.000181387024,10,-0.378474185083647
"CESENA - VALLE DEL SAVIO","FC",2010,0.1016,0.00030538261504,122,-0.0463130720387459
"FORLI'","FC",2010,0.0833,0.00013023602641,75,0.263299758983286
"RUBICONE","FC",2010,0.1012,0.00042620776704,10,0.209773341750323
"CARPI","MO",2010,0.0625,0.00024609765625,55,-0.36797033553926
"CASTELFRANCO EMILIA","MO",2010,0.0867,0.00028582974225,119,-0.538920534626563
"MIRANDOLA","MO",2010,0.107,0.000519429681,60,-0.0325088060544959
"MODENA","MO",2010,0.0785,0.000195244729,219,0.352489890391653
"PAVULLO NEL FRIGNANO","MO",2010,0.0726,0.00031379996736,65,-0.300358828057943
"SASSUOLO","MO",2010,0.0753,0.00028704830625,121,-0.106378228897021
"VIGNOLA","MO",2010,0.0662,0.00023588045056,142,0.178041601402022
"FIDENZA","PR",2010,0.0971,0.00026294892649,112,-0.278644019511088
"PARMA","PR",2010,0.103,0.000114746944,227,0.100778054536737
"SUD EST","PR",2010,0.1003,0.00038253492225,57,0.236470900542682
"VALLI TARO E CENO","PR",2010,0.129,0.000692531856,10,0.498997665664502
"CITTA' DI PIACENZA","PC",2010,0.0555,0.00020344743225,57,-0.415969157447638
"LEVANTE","PC",2010,0.0966,0.000254051721,130,0.323361152661454
"PONENTE","PC",2010,0.087,0.000507736089,10,-0.134115127721686
"FAENZA","RA",2010,0.0674,0.000147185424,83,-0.213807005528564
"LUGO","RA",2010,0.0564,0.0001272384,61,-0.0827491476319719
"RAVENNA","RA",2010,0.0587,5.212984401e-05,108,-0.00468255483388544
"CASTELNUOVO NE' MONTI","RE",2010,0.1219,0.000855913536,53,0.417162982728227
"CORREGGIO","RE",2010,0.1273,0.000714653289,53,0.0373026726115662
"GUASTALLA","RE",2010,0.0953,0.00065718911449,10,-0.407814714525385
"MONTECCHIO","RE",2010,0.088,0.000598487296,10,0.0693831567187404
"RE EMILIA","RE",2010,0.0701,0.00010763647504,173,-0.441301395071688
"SCANDIANO","RE",2010,0.0901,0.00028692294544,137,-0.261110407029438
"RICCIONE","RN",2010,0.1368,0.00043808164416,10,0.241577694816101
"RIMINI","RN",2010,0.1365,0.00011628387225,198,-0.117889636067102
"CASALECCHIO DI RENO","BO",2011,0.0527,0.000266897569,42,0.255390102925138
"CITTA' DI BO","BO",2011,0.067,9.0516196e-05,285,-0.133894950630852
"IMOLA","BO",2011,0.0642,0.00024337872036,49,0.140622038458693
"PIANURA EST","BO",2011,0.0225,7.978955625e-05,190,-0.377935594273136
"PIANURA OVEST","BO",2011,0.0588,0.00025018381584,10,-0.455295196811268
"PORRETTA TERME","BO",2011,0.107,0.000698492041,26,-0.0083046551152773
"SAN LAZZARO DI SAVENA","BO",2011,0.0385,0.00014894982025,126,-0.630077420962222
"CENTRO-NORD","FE",2011,0.0601,9.017021764e-05,144,-0.81223883605467
"OVEST","FE",2011,0.0757,0.00043336830625,10,0.153717262800164
"SUD-EST","FE",2011,0.0885,0.00023441141025,10,-0.0877167892708701
"CESENA - VALLE DEL SAVIO","FC",2011,0.091,0.000265331521,122,-0.391002201751983
"FORLI'","FC",2011,0.0859,0.00015728671396,75,0.180473631120796
"RUBICONE","FC",2011,0.1509,0.00061993530225,10,-0.044622727313066
"CARPI","MO",2011,0.0322,0.00010817248036,55,-0.669718971871395
"CASTELFRANCO EMILIA","MO",2011,0.0979,0.00043892764036,119,-0.00563003688115693
"MIRANDOLA","MO",2011,0.1005,0.00054833247225,60,-0.00809227315561607
"MODENA","MO",2011,0.0725,0.00017220000625,219,-0.771437842102595
"PAVULLO NEL FRIGNANO","MO",2011,0.0598,0.000332661121,65,-0.495058115158715
"SASSUOLO","MO",2011,0.0968,0.00034903206976,121,0.433649075663055
"VIGNOLA","MO",2011,0.091,0.000351412516,142,0.0222264671128025
"FIDENZA","PR",2011,0.1255,0.0004032064,112,0.090206946295605
"PARMA","PR",2011,0.1372,0.00018078415936,227,0.451690507593361
"SUD EST","PR",2011,0.0851,0.00031031288649,57,0.794411985963665
"VALLI TARO E CENO","PR",2011,0.1882,0.001084714225,10,0.537076586506666
"CITTA' DI PIACENZA","PC",2011,0.0831,0.00024407187984,57,-0.157289811161335
"LEVANTE","PC",2011,0.0881,0.00025709556964,130,0.133540574318564
"PONENTE","PC",2011,0.0962,0.000555497761,10,-0.13762893097732
"FAENZA","RA",2011,0.0873,0.00023607707904,83,-0.181436410435009
"LUGO","RA",2011,0.052,0.000139334416,61,-0.14724068308024
"RAVENNA","RA",2011,0.0493,5.764150084e-05,108,-0.432287961655981
"CASTELNUOVO NE' MONTI","RE",2011,0.128,0.000897122304,53,-0.0276433112950217
"CORREGGIO","RE",2011,0.1203,0.00065658425121,53,0.150986557564651
"GUASTALLA","RE",2011,0.0844,0.000314140176,10,-0.493529805059374
"MONTECCHIO","RE",2011,0.09,0.0006625476,10,0.1072785733111
"RE EMILIA","RE",2011,0.0828,0.00011408803344,173,-0.020095636557693
"SCANDIANO","RE",2011,0.0564,0.00018783250704,137,-0.449244586765085
"RICCIONE","RN",2011,0.1215,0.000663474564,10,0.184801354663619
"RIMINI","RN",2011,0.089,0.0001782225,198,0.45669530046769
"CASALECCHIO DI RENO","BO",2012,0.0426,0.000185831424,42,-0.239070895573526
"CITTA' DI BO","BO",2012,0.0888,9.891495936e-05,285,-0.0639689736761297
"IMOLA","BO",2012,0.0465,0.00013191671025,49,0.289339403974623
"PIANURA EST","BO",2012,0.0383,0.00010772986849,190,-0.437120733050339
"PIANURA OVEST","BO",2012,0.0481,0.00016991383201,10,-0.2346868138379
"PORRETTA TERME","BO",2012,0.1149,0.00064479937041,26,0.0195080685289216
"SAN LAZZARO DI SAVENA","BO",2012,0.0352,0.00013575046144,126,-0.207413278482861
"CENTRO-NORD","FE",2012,0.0606,0.00011375502336,144,-0.376007496751643
"OVEST","FE",2012,0.0793,0.000493017616,10,-0.165287599325665
"SUD-EST","FE",2012,0.1172,0.00036943915264,10,0.259703858006146
"CESENA - VALLE DEL SAVIO","FC",2012,0.1051,0.000398760961,122,-0.15605116486833
"FORLI'","FC",2012,0.11,0.0002205225,75,-0.120898998492522
"RUBICONE","FC",2012,0.1655,0.00095780965225,10,0.224197911551633
"CARPI","MO",2012,0.0713,0.00025507922944,55,-0.229747586436462
"CASTELFRANCO EMILIA","MO",2012,0.0867,0.00036051756129,119,-0.156718219933577
"MIRANDOLA","MO",2012,0.1065,0.000621056241,60,-0.138541772818016
"MODENA","MO",2012,0.0822,0.00019757675844,219,-0.479537719681453
"PAVULLO NEL FRIGNANO","MO",2012,0.0657,0.00028732284036,65,0.0448071405375242
"SASSUOLO","MO",2012,0.1124,0.00035657524224,121,-0.0962789403094612
"VIGNOLA","MO",2012,0.1182,0.00049906666404,142,0.102542915237949
"FIDENZA","PR",2012,0.1496,0.00055869831424,112,0.381827471614369
"PARMA","PR",2012,0.0822,0.00012497451264,227,-0.124140628690418
"SUD EST","PR",2012,0.0925,0.00029283765625,57,0.32650935081438
"VALLI TARO E CENO","PR",2012,0.122,0.000886133824,10,0.166779669652905
"CITTA' DI PIACENZA","PC",2012,0.0533,0.00020404408336,57,-0.450801280249736
"LEVANTE","PC",2012,0.0811,0.00023494451841,130,-0.0873200537088293
"PONENTE","PC",2012,0.0834,0.00053369316324,10,-0.273093554828992
"FAENZA","RA",2012,0.0987,0.00035538659289,83,0.175169876268248
"LUGO","RA",2012,0.0865,0.000258855921,61,0.295875375853456
"RAVENNA","RA",2012,0.0558,8.4768849e-05,108,-0.251485529895354
"CASTELNUOVO NE' MONTI","RE",2012,0.1381,0.00107123326209,53,0.39424058121186
"CORREGGIO","RE",2012,0.1517,0.00092974376889,53,0.344832949599994
"GUASTALLA","RE",2012,0.082,0.0003254416,10,0.337043455963486
"MONTECCHIO","RE",2012,0.0983,0.00069921638329,10,0.112318978163611
"RE EMILIA","RE",2012,0.1072,0.00012912231424,173,-0.0463341115129059
"SCANDIANO","RE",2012,0.079,0.000283147929,137,0.0758026742258047
"RICCIONE","RN",2012,0.1217,0.00069101688384,10,0.696573864306502
"RIMINI","RN",2012,0.088,0.0001860496,198,-0.192898835411612
"CASALECCHIO DI RENO","BO",2013,0.0457,0.00011533686025,42,-0.637666774642507
"CITTA' DI BO","BO",2013,0.0856,7.32736e-05,285,-0.250198842134673
"IMOLA","BO",2013,0.1134,0.00042129204516,49,0.320520690982752
"PIANURA EST","BO",2013,0.0406,7.833666064e-05,190,-0.402865355957316
"PIANURA OVEST","BO",2013,0.0749,0.00021993483204,10,0.126785652495557
"PORRETTA TERME","BO",2013,0.0977,0.00068047417881,26,0.131329678044567
"SAN LAZZARO DI SAVENA","BO",2013,0.0556,0.00012489403536,126,-0.0418826129323536
"CENTRO-NORD","FE",2013,0.0718,0.00011292037696,144,-0.0391660615083418
"OVEST","FE",2013,0.0922,0.00048152158096,10,0.0744056631212309
"SUD-EST","FE",2013,0.1168,0.00033199755264,10,0.217507683885609
"CESENA - VALLE DEL SAVIO","FC",2013,0.1688,0.000519292944,122,0.428669116133531
"FORLI'","FC",2013,0.1678,0.00026492770756,75,0.498806014150821
"RUBICONE","FC",2013,0.1982,0.00099311959044,10,0.245604862926102
"CARPI","MO",2013,0.0748,0.00018737229456,55,0.433827693161137
"CASTELFRANCO EMILIA","MO",2013,0.0799,0.00025027872804,119,0.15947948153697
"MIRANDOLA","MO",2013,0.1116,0.000602800704,60,-0.015469176636882
"MODENA","MO",2013,0.0908,0.00017574274624,219,-0.0600966383668699
"PAVULLO NEL FRIGNANO","MO",2013,0.1102,0.00052539974656,65,0.283441507142764
"SASSUOLO","MO",2013,0.1411,0.00052249730724,121,0.0432456261751872
"VIGNOLA","MO",2013,0.1202,0.00045777169936,142,0.128295551081385
"FIDENZA","PR",2013,0.1949,0.00065187791761,112,0.613697296898452
"PARMA","PR",2013,0.1206,0.00014836701636,227,-0.237458809868058
"SUD EST","PR",2013,0.0993,0.000284968161,57,-0.0374797511404238
"VALLI TARO E CENO","PR",2013,0.1532,0.00090163273984,10,-0.131407345186472
"CITTA' DI PIACENZA","PC",2013,0.0964,0.00022039183936,57,0.059812312536516
"LEVANTE","PC",2013,0.0957,0.00018991044864,130,-0.359810854177858
"PONENTE","PC",2013,0.1048,0.00050297929984,10,-0.058564989332189
"FAENZA","RA",2013,0.1151,0.00034340166721,83,-0.208010660057112
"LUGO","RA",2013,0.1021,0.00032658634089,61,0.166547998137464
"RAVENNA","RA",2013,0.0914,0.00010856806416,108,-0.0238059347985712
"CASTELNUOVO NE' MONTI","RE",2013,0.1224,0.00052951532544,53,0.094078839412332
"CORREGGIO","RE",2013,0.1384,0.00075093537024,53,0.311049698579592
"GUASTALLA","RE",2013,0.1136,0.00046097807616,10,0.164433282196068
"MONTECCHIO","RE",2013,0.1082,0.00069700224064,10,0.513852663008872
"RE EMILIA","RE",2013,0.1356,0.0001838736,173,0.36060530284536
"SCANDIANO","RE",2013,0.0628,0.00018742705216,137,-0.217609209854613
"RICCIONE","RN",2013,0.145,0.0007273809,10,0.378097020029329
"RIMINI","RN",2013,0.1265,0.000193627225,198,0.456568768841429
"CASALECCHIO DI RENO","BO",2014,0.0404,9.090478336e-05,42,-0.262410808576539
"CITTA' DI BO","BO",2014,0.0825,6.404000625e-05,285,-0.00076530885704049
"IMOLA","BO",2014,0.1033,0.00031202749449,49,-0.0522467280355946
"PIANURA EST","BO",2014,0.0633,0.000102576384,190,-0.400683391859807
"PIANURA OVEST","BO",2014,0.0625,0.00015625,10,-0.227702058762553
"PORRETTA TERME","BO",2014,0.1276,0.00066436093504,26,-0.443435245078404
"SAN LAZZARO DI SAVENA","BO",2014,0.0562,0.00013664674816,126,-0.471390861271221
"CENTRO-NORD","FE",2014,0.0886,0.00011876204484,144,0.0363267521179704
"OVEST","FE",2014,0.0926,0.00050633100324,10,-0.0692105097102316
"SUD-EST","FE",2014,0.1031,0.00028241810809,10,-0.135403323597863
"CESENA - VALLE DEL SAVIO","FC",2014,0.1543,0.00046000383529,122,0.19353283685929
"FORLI'","FC",2014,0.1636,0.00031799448976,75,0.106506523388036
"RUBICONE","FC",2014,0.1835,0.00089463801025,10,0.167260387562185
"CARPI","MO",2014,0.08,0.0002262016,55,-0.0759995239731466
"CASTELFRANCO EMILIA","MO",2014,0.0921,0.00031596129009,119,-0.429652755465948
"MIRANDOLA","MO",2014,0.1214,0.00065614871716,60,-0.0106495351839864
"MODENA","MO",2014,0.0774,0.000153363456,219,-0.171842779186357
"PAVULLO NEL FRIGNANO","MO",2014,0.0794,0.00035410959684,65,-0.0275136483948158
"SASSUOLO","MO",2014,0.1021,0.00036844034704,121,0.0573465104313246
"VIGNOLA","MO",2014,0.1215,0.00040190225625,142,0.324829002134237
"FIDENZA","PR",2014,0.0727,0.00015454716489,112,0.0081084197195557
"PARMA","PR",2014,0.0631,6.523469824e-05,227,-0.328913314570536
"SUD EST","PR",2014,0.0682,0.00024391567684,57,0.0858626359377959
"VALLI TARO E CENO","PR",2014,0.1146,0.00084729895056,10,-0.0992070311630269
"CITTA' DI PIACENZA","PC",2014,0.1055,0.000250430625,57,0.059086987526017
"LEVANTE","PC",2014,0.1057,0.000218980804,130,0.216586638008724
"PONENTE","PC",2014,0.1073,0.00051745330576,10,0.508487526485778
"FAENZA","RA",2014,0.1505,0.00050285820025,83,0.429316055984422
"LUGO","RA",2014,0.0918,0.00025514311824,61,-0.181107330692431
"RAVENNA","RA",2014,0.0904,9.8883136e-05,108,-0.184705632719133
"CASTELNUOVO NE' MONTI","RE",2014,0.116,0.0005654884,53,0.332213934018773
"CORREGGIO","RE",2014,0.0944,0.00046732062976,53,0.403766768880371
"GUASTALLA","RE",2014,0.0922,0.00048557648164,10,-0.187188149366102
"MONTECCHIO","RE",2014,0.1003,0.00076633741584,10,0.257175710958323
"RE EMILIA","RE",2014,0.1684,0.00026135248896,173,0.571878436760719
"SCANDIANO","RE",2014,0.0691,0.00031537142569,137,-0.129708684971864
"RICCIONE","RN",2014,0.1341,0.00068379635025,10,-0.0831826420504057
"RIMINI","RN",2014,0.102,0.000178543044,198,0.0671992586527122
"CASALECCHIO DI RENO","BO",2015,0.0382,0.000102475129,42,-0.218056931954408
"CITTA' DI BO","BO",2015,0.0737,6.453390889e-05,285,-0.236104839587663
"IMOLA","BO",2015,0.0961,0.00032640926224,49,-0.0641248640700113
"PIANURA EST","BO",2015,0.057,0.000100641024,190,-0.21588342565963
"PIANURA OVEST","BO",2015,0.0771,0.00051381102276,10,-0.410165737707683
"PORRETTA TERME","BO",2015,0.1112,0.00055575233536,26,-0.543492094482376
"SAN LAZZARO DI SAVENA","BO",2015,0.0855,0.000310217769,126,-0.223759872971588
"CENTRO-NORD","FE",2015,0.0624,0.00016845963264,144,-0.476010249626545
"OVEST","FE",2015,0.0729,0.00052397956836,10,-0.044860126526818
"SUD-EST","FE",2015,0.1162,0.000683561025,10,-0.517043295942954
"CESENA - VALLE DEL SAVIO","FC",2015,0.1373,0.00038011741156,122,0.0521566177026896
"FORLI'","FC",2015,0.144,0.000293642496,75,0.487308085186597
"RUBICONE","FC",2015,0.1376,0.00089980801024,10,-0.0389958226378055
"CARPI","MO",2015,0.0998,0.000504227025,55,-0.0394510345811865
"CASTELFRANCO EMILIA","MO",2015,0.1238,0.000496576656,119,0.0738499822957977
"MIRANDOLA","MO",2015,0.0849,0.00035523956484,60,0.287147357612153
"MODENA","MO",2015,0.0663,0.00011822647824,219,-0.620385386932361
"PAVULLO NEL FRIGNANO","MO",2015,0.0729,0.00037602639396,65,0.0287561360651452
"SASSUOLO","MO",2015,0.0883,0.00028443834409,121,-0.355581987333866
"VIGNOLA","MO",2015,0.0772,0.000215150224,142,0.138222134846532
"FIDENZA","PR",2015,0.0659,0.00014227479841,112,-0.234731813331777
"PARMA","PR",2015,0.0745,7.597737225e-05,227,-0.226234850794559
"SUD EST","PR",2015,0.046,0.000186650244,57,-0.324152947039001
"VALLI TARO E CENO","PR",2015,0.1021,0.00079408985616,10,0.115951756835612
"CITTA' DI PIACENZA","PC",2015,0.0985,0.000242206969,57,0.215841643152925
"LEVANTE","PC",2015,0.0941,0.00020728224729,130,-0.0394697143599509
"PONENTE","PC",2015,0.0969,0.000496710369,10,0.0535395794558894
"FAENZA","RA",2015,0.1651,0.000613305225,83,0.524853662678686
"LUGO","RA",2015,0.0893,0.00025266374116,61,-0.261791005378046
"RAVENNA","RA",2015,0.1156,0.00014177188624,108,0.28333968715182
"CASTELNUOVO NE' MONTI","RE",2015,0.0897,0.00051910154244,53,0.157223673321016
"CORREGGIO","RE",2015,0.0775,0.00039670680625,53,0.0415462366729611
"GUASTALLA","RE",2015,0.1012,0.00082022668816,10,0.104392192660762
"MONTECCHIO","RE",2015,0.0925,0.00077520480625,10,0.00585136360121505
"RE EMILIA","RE",2015,0.1424,0.00025436422144,173,0.217540493772172
"SCANDIANO","RE",2015,0.0925,0.00043316015625,137,-0.0815635523623522
"RICCIONE","RN",2015,0.1415,0.00082509690025,10,0.299411492128403
"RIMINI","RN",2015,0.1413,0.00021594890304,198,0.711316771279906
"CASALECCHIO DI RENO","BO",2016,0.0469,0.00020866380304,42,-0.314941883905293
"CITTA' DI BO","BO",2016,0.0681,8.203468329e-05,285,-0.297955489990992
"IMOLA","BO",2016,0.0692,0.00026670809344,49,-0.285157125237556
"PIANURA EST","BO",2016,0.0636,0.0001617984,190,-0.18292018059664
"PIANURA OVEST","BO",2016,0.0685,0.000504811024,10,0.229523416923895
"PORRETTA TERME","BO",2016,0.1174,0.00080717355664,26,-0.0921682626715704
"SAN LAZZARO DI SAVENA","BO",2016,0.0318,0.00010615593024,126,-0.884810363964255
"CENTRO-NORD","FE",2016,0.0643,0.00015083032969,144,0.38503229486149
"OVEST","FE",2016,0.0768,0.00053438644224,10,-0.138729609437871
"SUD-EST","FE",2016,0.095,0.0005550736,10,0.198709721347166
"CESENA - VALLE DEL SAVIO","FC",2016,0.152,0.000439992576,122,0.29805524566811
"FORLI'","FC",2016,0.1504,0.000299151616,75,0.0730309774807625
"RUBICONE","FC",2016,0.14,0.0008809024,10,0.33783354738333
"CARPI","MO",2016,0.115,0.000566678025,55,0.0371684067348334
"CASTELFRANCO EMILIA","MO",2016,0.0852,0.00028746524304,119,-0.175618674937561
"MIRANDOLA","MO",2016,0.0822,0.00037952494596,60,-0.0548833133418912
"MODENA","MO",2016,0.0654,0.000130988025,219,-0.224194382673175
"PAVULLO NEL FRIGNANO","MO",2016,0.0702,0.00032549211396,65,-0.0759808723263139
"SASSUOLO","MO",2016,0.0526,0.000166074769,121,-0.152428497236466
"VIGNOLA","MO",2016,0.0643,0.00022445732761,142,0.284186292974554
"FIDENZA","PR",2016,0.0599,0.00014495919201,112,-0.256074023434911
"PARMA","PR",2016,0.0712,6.939556416e-05,227,0.332929269133453
"SUD EST","PR",2016,0.0295,0.00011978208025,57,-0.539043610412272
"VALLI TARO E CENO","PR",2016,0.1112,0.00085530511936,10,-0.146018091707005
"CITTA' DI PIACENZA","PC",2016,0.1011,0.00027490966416,57,0.0211461044100547
"LEVANTE","PC",2016,0.0697,0.00020217427344,130,0.19528281368594
"PONENTE","PC",2016,0.09,0.0005225796,10,-0.0972066490177661
"FAENZA","RA",2016,0.1086,0.00039496792644,83,0.0277150892399061
"LUGO","RA",2016,0.0748,0.00029340949264,61,-0.00797019024918139
"RAVENNA","RA",2016,0.1008,0.00012745506816,108,0.237628642083391
"CASTELNUOVO NE' MONTI","RE",2016,0.1102,0.00071120355856,53,0.212463157668355
"CORREGGIO","RE",2016,0.0832,0.00037258264576,53,-0.0887727582831907
"GUASTALLA","RE",2016,0.1091,0.00083587483225,10,-0.296503390545577
"MONTECCHIO","RE",2016,0.0995,0.00078173364025,10,-0.320698438492813
"RE EMILIA","RE",2016,0.122,0.0001968409,173,0.159436496477445
"SCANDIANO","RE",2016,0.1074,0.00047066434704,137,0.281266842333754
"RICCIONE","RN",2016,0.1379,0.00078364723969,10,0.410399993769262
"RIMINI","RN",2016,0.1182,0.00020455292484,198,0.23270069043786
"CASALECCHIO DI RENO","BO",2017,0.0733,0.00026718844681,42,-0.319147240838886
"CITTA' DI BO","BO",2017,0.1005,9.7002801e-05,285,0.108237996937462
"IMOLA","BO",2017,0.0691,0.00019483134724,49,-0.230683383048901
"PIANURA EST","BO",2017,0.0802,0.00015254226064,190,-0.245347175928808
"PIANURA OVEST","BO",2017,0.0789,0.00048110912964,10,0.120232412956559
"PORRETTA TERME","BO",2017,0.1376,0.00071259099136,26,0.107865672636598
"SAN LAZZARO DI SAVENA","BO",2017,0.0661,0.00020196673225,126,-0.0257261467133596
"CENTRO-NORD","FE",2017,0.1105,0.00016148055625,144,0.0885387297418691
"OVEST","FE",2017,0.0989,0.000517426009,10,0.308914203104135
"SUD-EST","FE",2017,0.1197,0.00055605884481,10,0.072149433212699
"CESENA - VALLE DEL SAVIO","FC",2017,0.1329,0.00031243037049,122,0.739511343162755
